sender_id,receiver_id,timestamp,rssi
12,16,0.878,-87
12,21,0.729,-90
12,28,0.823,-89
12,35,0.604,-94
12,40,0.554,-94
25,2,1.23,-83
25,13,0.95,-90
25,20,1.158,-84
25,22,0.842,-59
25,24,1.243,-92
25,27,0.52,-91
25,29,0.618,-77
25,36,1.292,-91
25,37,0.626,-90
11,7,0.522,-94
11,32,0.528,-87
11,33,1.328,-80
16,6,0.499,-96
16,12,1.177,-84
16,19,0.539,-88
16,21,0.875,-78
16,28,0.969,-80
16,40,0.7,-80
17,2,1.382,-86
17,9,0.638,-83
17,10,0.556,-97
17,13,1.102,-92
17,18,1.18,-87
17,23,0.769,-96
17,36,1.444,-91
28,12,1.246,-86
28,16,1.093,-87
28,19,0.608,-85
28,21,0.944,-69
28,35,0.819,-89
28,40,0.769,-78
41,17,1.039,-83
41,18,1.211,-92
41,19,0.623,-81
41,30,0.949,-95
8,34,1.395,-88
8,39,0.685,-88
35,12,1.442,-96
35,19,0.804,-91
35,20,1.522,-100
35,21,1.14,-88
35,28,1.234,-85
35,31,0.674,-83
35,38,1.423,-83
35,40,0.965,-93
40,12,1.495,-90
40,16,1.342,-78
40,18,1.445,-97
40,19,0.857,-81
40,21,1.193,-89
40,28,1.287,-80
40,35,1.068,-90
27,2,1.753,-88
27,13,1.473,-81
27,15,0.903,-91
27,18,1.551,-84
27,22,1.365,-92
27,24,1.766,-78
27,25,1.534,-94
27,26,1.592,-95
27,29,1.141,-92
27,36,1.815,-94
27,37,1.149,-69
27,38,1.582,-96
9,13,1.477,-97
9,16,1.452,-94
9,17,1.383,-90
9,23,1.144,-93
9,30,1.293,-90
9,33,1.823,-94
9,34,1.717,-97
9,36,1.819,-97
32,1,1.099,-99
32,7,1.022,-84
32,9,1.018,-89
32,23,1.149,-88
32,34,1.722,-97
39,34,1.732,-69
7,11,1.562,-95
7,23,1.168,-90
7,32,1.047,-86
7,33,1.847,-97
10,4,1.279,-77
10,5,1.472,-79
15,25,1.638,-98
15,26,1.696,-78
15,37,1.253,-87
3,6,1.106,-99
31,12,1.799,-89
31,21,1.497,-87
31,38,1.78,-85
17,2,2.013,-92
17,9,1.269,-87
17,13,1.733,-90
17,18,1.811,-81
17,19,1.223,-91
17,30,1.549,-89
17,37,1.409,-88
2,13,1.763,-74
2,18,1.841,-89
2,20,1.971,-80
2,22,1.655,-86
2,24,2.056,-86
2,27,1.333,-88
2,29,1.431,-86
2,36,2.105,-77
2,37,1.439,-86
30,6,1.412,-93
30,14,2.248,-84
30,16,1.937,-94
30,32,1.508,-90
19,9,1.674,-88
19,14,2.424,-96
19,16,2.113,-91
19,18,2.216,-94
19,21,1.964,-95
19,28,2.058,-90
19,35,1.839,-94
19,37,1.814,-91
19,39,1.668,-100
19,40,1.789,-90
18,2,2.509,-83
18,13,2.229,-88
18,20,2.437,-89
18,22,2.121,-95
18,24,2.522,-84
18,27,1.799,-91
18,29,1.897,-95
18,36,2.571,-76
18,37,1.905,-90
37,2,2.586,-78
37,13,2.306,-77
37,15,1.736,-98
37,18,2.384,-84
37,20,2.514,-92
37,22,2.198,-90
37,24,2.599,-82
37,25,2.367,-90
37,26,2.425,-93
37,27,1.876,-76
37,36,2.648,-85
2,17,2.243,-90
2,4,2.144,-97
2,13,2.435,-77
2,18,2.513,-81
2,20,2.643,-80
2,22,2.327,-90
2,24,2.728,-86
2,25,2.496,-89
2,27,2.005,-83
2,29,2.103,-88
2,36,2.777,-80
2,37,2.111,-84
6,3,1.871,-93
6,19,1.998,-94
6,30,2.324,-92
6,32,2.054,-100
6,40,2.159,-96
13,2,2.842,-76
13,17,2.468,-95
13,18,2.64,-87
13,20,2.77,-84
13,22,2.454,-90
13,24,2.855,-77
13,25,2.623,-93
13,27,2.132,-78
13,29,2.23,-86
13,36,2.904,-80
13,37,2.238,-77
9,6,2.03,-96
9,17,2.486,-89
9,23,2.247,-90
9,30,2.396,-88
9,32,2.126,-94
32,7,2.129,-87
32,11,2.65,-86
32,23,2.256,-83
32,33,2.935,-87
16,12,2.722,-82
16,19,2.084,-92
16,21,2.42,-89
16,28,2.514,-82
16,40,2.245,-76
32,30,2.49,-96
28,19,2.173,-83
29,18,2.78,-95
40,6,2.201,-88
40,12,2.879,-92
40,16,2.726,-71
40,19,2.241,-86
40,28,2.671,-79
6,30,2.602,-86
35,16,2.774,-92
35,21,2.625,-86
35,28,2.719,-83
35,31,2.159,-89
35,37,2.475,-98
35,38,2.908,-83
41,9,2.368,-84
41,17,2.738,-83
41,18,2.91,-87
41,19,2.322,-86
27,13,2.843,-85
27,15,2.273,-90
27,17,2.749,-89
27,18,2.921,-91
27,22,2.735,-96
27,24,3.136,-89
27,26,2.962,-96
27,36,3.185,-89
27,37,2.519,-71
14,6,2.301,-81
14,8,2.728,-90
14,23,2.518,-96
14,30,2.667,-91
14,34,3.091,-92
20,2,3.134,-79
20,10,2.308,-94
20,13,2.854,-88
20,22,2.746,-79
20,24,3.147,-91
20,25,2.915,-92
20,27,2.424,-93
20,29,2.522,-80
20,36,3.196,-86
20,37,2.53,-93
21,12,3.01,-85
21,16,2.857,-88
21,28,2.802,-81
21,31,2.242,-87
21,40,2.533,-80
25,2,3.197,-92
25,22,2.809,-72
25,24,3.21,-82
25,29,2.585,-79
25,36,3.259,-94
16,30,2.734,-94
39,1,2.548,-96
39,8,2.808,-85
39,34,3.171,-72
28,12,3.08,-91
28,16,2.927,-85
28,19,2.442,-83
28,21,2.778,-86
28,35,2.653,-90
28,40,2.603,-78
29,2,3.246,-85
29,4,2.675,-94
29,15,2.396,-100
29,20,3.174,-78
29,22,2.858,-72
29,25,3.027,-76
29,27,2.536,-92
29,36,3.308,-89
29,37,2.642,-94
24,2,3.296,-83
24,13,3.016,-85
24,15,2.446,-89
24,20,3.224,-87
24,22,2.908,-88
24,25,3.077,-89
24,26,3.135,-90
24,27,2.586,-79
24,29,2.684,-86
24,36,3.358,-88
24,37,2.692,-83
22,2,3.335,-89
22,13,3.055,-88
22,15,2.485,-89
22,20,3.263,-84
22,24,3.348,-84
22,25,3.116,-82
22,27,2.625,-93
22,29,2.723,-71
22,37,2.731,-85
15,2,3.36,-97
15,22,2.972,-90
15,24,3.373,-87
15,25,3.141,-97
15,26,3.199,-79
15,27,2.65,-88
15,35,2.781,-100
15,38,3.189,-100
36,2,3.443,-83
36,13,3.163,-77
36,17,3.069,-93
36,18,3.241,-76
36,22,3.055,-92
36,24,3.456,-86
36,27,2.733,-83
36,32,2.709,-100
36,37,2.839,-85
12,16,3.144,-93
12,21,2.995,-85
12,28,3.089,-87
4,5,3.105,-87
4,10,2.657,-83
4,11,3.264,-86
4,33,3.549,-80
4,36,3.545,-94
26,15,2.634,-79
26,24,3.497,-90
33,4,3.04,-79
33,5,3.233,-91
33,11,3.392,-79
11,4,3.06,-88
11,7,2.891,-88
11,32,2.897,-84
11,33,3.697,-80
19,9,2.91,-90
19,12,3.502,-100
19,16,3.349,-85
19,21,3.2,-95
19,28,3.294,-88
19,36,3.716,-99
19,40,3.025,-87
34,8,3.316,-83
34,39,2.969,-72
7,1,3.085,-92
7,11,3.529,-84
7,32,3.014,-88
30,6,2.936,-86
30,14,3.772,-87
30,23,3.153,-93
30,32,3.032,-91
10,4,3.21,-82
10,5,3.403,-72
10,20,3.709,-89
23,7,3.085,-88
23,11,3.606,-92
23,32,3.091,-83
23,39,3.075,-96
20,18,3.666,-91
9,2,3.924,-93
9,4,3.353,-99
9,14,3.93,-96
9,17,3.55,-85
9,30,3.46,-84
8,34,3.886,-85
8,39,3.176,-88
31,21,3.498,-91
31,28,3.592,-89
31,35,3.373,-84
31,38,3.781,-91
13,17,3.583,-91
38,31,3.038,-85
38,35,3.379,-80
16,19,3.186,-84
40,19,3.276,-85
13,2,4.113,-84
13,15,3.263,-88
13,17,3.739,-89
13,18,3.911,-79
13,20,4.041,-82
13,22,3.725,-87
13,24,4.126,-86
13,25,3.894,-97
13,27,3.403,-83
13,36,4.175,-77
13,37,3.509,-74
14,30,3.775,-86
37,2,4.243,-82
37,13,3.963,-74
37,15,3.393,-88
37,18,4.041,-87
37,20,4.171,-88
37,24,4.256,-85
37,25,4.024,-92
37,27,3.533,-74
37,36,4.305,-84
5,4,3.673,-88
5,10,3.418,-90
1,7,3.506,-89
1,34,4.206,-94
1,39,3.496,-89
18,9,3.579,-92
18,13,4.043,-80
18,17,3.949,-92
18,20,4.251,-84
18,24,4.336,-98
18,27,3.613,-89
18,36,4.385,-69
18,37,3.719,-85
32,30,3.889,-91
16,19,3.587,-91
16,21,3.923,-92
16,28,4.017,-86
16,30,3.913,-94
16,35,3.798,-93
16,40,3.748,-72
25,37,3.853,-97
17,9,3.722,-87
17,18,4.264,-88
17,20,4.394,-93
17,29,3.854,-98
17,33,4.532,-100
17,36,4.528,-87
17,38,4.295,-93
6,3,3.563,-99
6,8,4.077,-100
6,14,4.486,-92
6,16,4.175,-91
6,23,3.867,-98
6,30,4.016,-97
20,18,4.286,-94
40,16,4.186,-74
40,19,3.701,-85
40,21,4.037,-86
40,28,4.131,-80
21,12,4.348,-86
21,19,3.71,-95
21,28,4.14,-86
21,31,3.58,-94
21,40,3.871,-90
39,1,3.88,-94
39,8,4.14,-85
39,34,4.503,-73
22,18,4.399,-100
1,39,3.862,-88
36,2,4.64,-79
36,13,4.36,-78
36,18,4.438,-73
36,20,4.568,-87
36,22,4.252,-93
36,24,4.653,-85
36,29,4.028,-86
36,37,4.036,-86
15,13,4.512,-89
15,20,4.72,-92
15,24,4.805,-88
15,25,4.573,-92
15,26,4.631,-80
15,27,4.082,-89
15,29,4.18,-93
15,37,4.188,-94
14,6,3.963,-91
14,8,4.39,-93
14,23,4.18,-96
14,30,4.329,-88
14,32,4.059,-92
14,39,4.043,-96
4,5,4.481,-92
4,10,4.033,-84
4,11,4.64,-94
4,32,4.125,-93
4,33,4.925,-85
26,13,4.586,-88
26,15,4.016,-76
26,20,4.794,-97
26,24,4.879,-90
26,27,4.156,-94
2,9,4.184,-96
2,13,4.648,-85
2,17,4.554,-96
2,18,4.726,-90
2,20,4.856,-65
2,22,4.54,-82
2,24,4.941,-87
2,25,4.709,-89
2,27,4.218,-88
2,29,4.316,-86
2,36,4.99,-88
2,37,4.324,-87
23,7,4.234,-91
23,32,4.24,-87
30,9,4.256,-87
12,19,4.218,-99
2,17,4.661,-89
38,31,4.124,-88
38,35,4.465,-87
22,25,4.858,-82
29,2,5.083,-82
29,13,4.803,-90
29,18,4.881,-89
29,20,5.011,-85
29,22,4.695,-72
29,24,5.096,-86
29,25,4.864,-83
29,27,4.373,-93
28,16,4.795,-86
28,19,4.31,-83
28,21,4.646,-88
28,35,4.521,-90
28,40,4.471,-78
11,7,4.362,-83
11,33,5.168,-77
25,22,4.725,-85
25,24,5.126,-83
25,29,4.501,-84
8,14,5.203,-97
33,4,4.652,-83
33,5,4.845,-91
33,10,4.397,-93
33,11,5.004,-80
13,17,4.873,-86
32,7,4.582,-87
32,11,5.103,-88
32,17,4.948,-99
32,23,4.709,-78
32,33,5.388,-92
27,13,5.119,-88
27,15,4.549,-85
27,18,5.197,-92
27,19,4.609,-98
27,22,5.011,-94
27,24,5.412,-91
27,36,5.461,-87
27,37,4.795,-75
21,19,4.615,-93
22,2,5.415,-79
22,10,4.589,-91
22,18,5.213,-91
22,20,5.343,-79
22,24,5.428,-83
22,25,5.196,-85
22,26,5.254,-95
22,27,4.705,-92
22,29,4.803,-71
22,36,5.477,-95
22,37,4.811,-95
35,19,4.647,-86
35,21,4.983,-90
35,31,4.517,-89
35,38,5.266,-82
24,2,5.446,-91
24,15,4.596,-86
24,18,5.244,-98
24,20,5.374,-82
24,22,5.058,-87
24,25,5.227,-87
24,26,5.285,-86
24,27,4.736,-92
24,29,4.834,-87
24,36,5.508,-92
24,37,4.842,-86
31,35,4.876,-88
3,16,5.181,-95
35,19,4.705,-90
20,2,5.507,-63
20,13,5.227,-82
20,22,5.119,-80
20,24,5.52,-89
20,29,4.895,-82
20,36,5.569,-84
20,37,4.903,-91
3,6,4.714,-99
6,30,5.109,-96
10,20,5.6,-91
16,19,4.897,-86
20,18,5.498,-85
29,18,5.505,-93
34,1,5.048,-93
34,7,4.971,-99
34,8,5.308,-78
34,39,4.961,-76
23,30,5.264,-89
31,21,5.275,-91
31,35,5.15,-82
31,38,5.558,-84
1,34,5.755,-97
1,39,5.045,-94
9,6,4.97,-100
9,17,5.426,-82
9,18,5.598,-94
9,19,5.01,-96
9,30,5.336,-86
8,14,5.84,-94
14,30,5.388,-88
12,21,5.42,-84
25,37,5.289,-95
11,23,5.317,-91
23,30,5.482,-90
11,7,5.237,-84
11,9,5.233,-99
11,32,5.243,-85
11,33,6.043,-83
5,4,5.412,-91
5,10,5.157,-80
37,17,5.619,-88
13,27,5.294,-83
26,37,5.432,-93
10,4,5.466,-92
10,5,5.659,-86
8,23,5.457,-96
8,34,6.03,-90
8,39,5.32,-85
37,17,5.724,-91
15,37,5.544,-86
6,30,5.821,-93
7,11,6.097,-89
7,32,5.582,-89
